nu,CH4/x=1.700e-06/T=253.000K/P=0.350atm/L=6000000.000cm
1106.070000,0.000620
1106.080000,0.000806
1106.090000,0.001091
1106.100000,0.001572
1106.110000,0.002369
1106.120000,0.003470
1106.130000,0.004163
1106.140000,0.003577
1106.150000,0.002466
1106.160000,0.001626
1106.170000,0.001108
1106.180000,0.000796
1106.190000,0.000603
1106.200000,0.000481
1106.210000,0.000403
1106.220000,0.000350
1106.230000,0.000300
1106.240000,0.000254
1106.250000,0.000220
1106.260000,0.000196
1106.270000,0.000182
1106.280000,0.000175
1106.290000,0.000176
1106.300000,0.000187
1106.310000,0.000208
1106.320000,0.000219
1106.330000,0.000195
1106.340000,0.000158
1106.350000,0.000131
1106.360000,0.000115
1106.370000,0.000105
1106.380000,0.000100
1106.390000,0.000099
1106.400000,0.000091
1106.410000,0.000081
1106.420000,0.000073
1106.430000,0.000068
1106.440000,0.000065
1106.450000,0.000062
1106.460000,0.000061
1106.470000,0.000061
1106.480000,0.000062
1106.490000,0.000067
1106.500000,0.000080
1106.510000,0.000094
1106.520000,0.000078
1106.530000,0.000063
1106.540000,0.000056
1106.550000,0.000053
1106.560000,0.000050
1106.570000,0.000049
1106.580000,0.000048
1106.590000,0.000048
1106.600000,0.000048
1106.610000,0.000049
1106.620000,0.000050
1106.630000,0.000051
1106.640000,0.000052
1106.650000,0.000054
1106.660000,0.000057
1106.670000,0.000058
1106.680000,0.000057
1106.690000,0.000057
1106.700000,0.000059
1106.710000,0.000061
1106.720000,0.000061
1106.730000,0.000061
1106.740000,0.000063
1106.750000,0.000067
1106.760000,0.000075
1106.770000,0.000087
1106.780000,0.000100
1106.790000,0.000114
1106.800000,0.000115
1106.810000,0.000102
1106.820000,0.000087
1106.830000,0.000077
1106.840000,0.000071
1106.850000,0.000067
1106.860000,0.000066
1106.870000,0.000066
1106.880000,0.000066
1106.890000,0.000068
1106.900000,0.000070
1106.910000,0.000072
1106.920000,0.000075
1106.930000,0.000077
1106.940000,0.000081
1106.950000,0.000084
1106.960000,0.000088
1106.970000,0.000093
1106.980000,0.000098
1106.990000,0.000103
1107.000000,0.000109
1107.010000,0.000117
1107.020000,0.000126
1107.030000,0.000137
1107.040000,0.000150
1107.050000,0.000166
1107.060000,0.000185
1107.070000,0.000208
1107.080000,0.000238
1107.090000,0.000275
1107.100000,0.000321
1107.110000,0.000380
1107.120000,0.000462
1107.130000,0.000577
1107.140000,0.000746
1107.150000,0.001002
1107.160000,0.001402
1107.170000,0.002027
1107.180000,0.002909
1107.190000,0.003732
1107.200000,0.003752
1107.210000,0.002948
1107.220000,0.002081
1107.230000,0.001480
1107.240000,0.001113
1107.250000,0.000885
1107.260000,0.000728
1107.270000,0.000627
1107.280000,0.000571
1107.290000,0.000548
1107.300000,0.000550
1107.310000,0.000578
1107.320000,0.000633
1107.330000,0.000724
1107.340000,0.000865
1107.350000,0.001081
1107.360000,0.001418
1107.370000,0.001952
1107.380000,0.002795
1107.390000,0.004000
1107.400000,0.005137
1107.410000,0.005117
1107.420000,0.003971
1107.430000,0.002786
1107.440000,0.001966
1107.450000,0.001452
1107.460000,0.001135
1107.470000,0.000943
1107.480000,0.000835
1107.490000,0.000791
1107.500000,0.000807
1107.510000,0.000898
1107.520000,0.001104
1107.530000,0.001515
1107.540000,0.002290
1107.550000,0.003319
1107.560000,0.003430
1107.570000,0.002655
1107.580000,0.002266
1107.590000,0.002541
1107.600000,0.003503
1107.610000,0.004377
1107.620000,0.003568
1107.630000,0.002245
1107.640000,0.001426
1107.650000,0.000986
1107.660000,0.000732
1107.670000,0.000566
1107.680000,0.000455
1107.690000,0.000383
1107.700000,0.000343
1107.710000,0.000326
1107.720000,0.000299
1107.730000,0.000254
1107.740000,0.000222
1107.750000,0.000207
1107.760000,0.000208
1107.770000,0.000226
1107.780000,0.000235
1107.790000,0.000204
1107.800000,0.000170
1107.810000,0.000147
1107.820000,0.000133
1107.830000,0.000124
1107.840000,0.000121
1107.850000,0.000118
1107.860000,0.000114
1107.870000,0.000114
1107.880000,0.000116
1107.890000,0.000119
1107.900000,0.000122
1107.910000,0.000127
1107.920000,0.000134
1107.930000,0.000144
1107.940000,0.000158
1107.950000,0.000179
1107.960000,0.000208
1107.970000,0.000251
1107.980000,0.000317
1107.990000,0.000424
1108.000000,0.000608
1108.010000,0.000949
1108.020000,0.001570
1108.030000,0.002243
1108.040000,0.002003
1108.050000,0.001346
1108.060000,0.000987
1108.070000,0.000894
1108.080000,0.000999
1108.090000,0.001356
1108.100000,0.002037
1108.110000,0.002404
1108.120000,0.001761
1108.130000,0.001089
1108.140000,0.000730
1108.150000,0.000568
1108.160000,0.000526
1108.170000,0.000600
1108.180000,0.000815
1108.190000,0.001015
1108.200000,0.000821
1108.210000,0.000520
1108.220000,0.000338
1108.230000,0.000240
1108.240000,0.000183
1108.250000,0.000147
1108.260000,0.000123
1108.270000,0.000106
1108.280000,0.000093
1108.290000,0.000083
1108.300000,0.000075
1108.310000,0.000069
1108.320000,0.000064
1108.330000,0.000060
1108.340000,0.000056
1108.350000,0.000053
1108.360000,0.000050
1108.370000,0.000048
1108.380000,0.000046
1108.390000,0.000044
1108.400000,0.000043
1108.410000,0.000042
1108.420000,0.000040
1108.430000,0.000039
1108.440000,0.000038
1108.450000,0.000037
1108.460000,0.000036
1108.470000,0.000035
1108.480000,0.000034
1108.490000,0.000034
1108.500000,0.000033
1108.510000,0.000033
1108.520000,0.000033
1108.530000,0.000032
1108.540000,0.000032
1108.550000,0.000032
1108.560000,0.000033
1108.570000,0.000034
1108.580000,0.000037
1108.590000,0.000040
1108.600000,0.000040
1108.610000,0.000037
1108.620000,0.000036
1108.630000,0.000037
1108.640000,0.000040
1108.650000,0.000040
1108.660000,0.000037
1108.670000,0.000035
1108.680000,0.000034
1108.690000,0.000033
1108.700000,0.000033
1108.710000,0.000033
1108.720000,0.000034
1108.730000,0.000033
1108.740000,0.000031
1108.750000,0.000031
1108.760000,0.000030
1108.770000,0.000030
1108.780000,0.000031
1108.790000,0.000031
1108.800000,0.000032
1108.810000,0.000033
1108.820000,0.000033
1108.830000,0.000032
1108.840000,0.000033
1108.850000,0.000033
1108.860000,0.000033
1108.870000,0.000033
1108.880000,0.000034
1108.890000,0.000034
1108.900000,0.000035
1108.910000,0.000036
1108.920000,0.000037
1108.930000,0.000039
1108.940000,0.000041
1108.950000,0.000042
1108.960000,0.000044
1108.970000,0.000047
1108.980000,0.000048
1108.990000,0.000049
1109.000000,0.000052
1109.010000,0.000058
1109.020000,0.000068
1109.030000,0.000076
1109.040000,0.000073
1109.050000,0.000067
1109.060000,0.000068
1109.070000,0.000070
1109.080000,0.000067
1109.090000,0.000064
1109.100000,0.000064
1109.110000,0.000063
1109.120000,0.000063
1109.130000,0.000064
1109.140000,0.000066
1109.150000,0.000069
1109.160000,0.000071
1109.170000,0.000075
1109.180000,0.000077
1109.190000,0.000080
1109.200000,0.000085
1109.210000,0.000089
1109.220000,0.000096
1109.230000,0.000105
1109.240000,0.000112
1109.250000,0.000117
1109.260000,0.000126
1109.270000,0.000134
1109.280000,0.000143
1109.290000,0.000153
1109.300000,0.000166
1109.310000,0.000181
1109.320000,0.000200
1109.330000,0.000223
1109.340000,0.000251
1109.350000,0.000286
1109.360000,0.000329
1109.370000,0.000385
1109.380000,0.000459
1109.390000,0.000560
1109.400000,0.000703
1109.410000,0.000915
1109.420000,0.001239
1109.430000,0.001765
1109.440000,0.002689
1109.450000,0.004277
1109.460000,0.006175
1109.470000,0.006243
1109.480000,0.004555
1109.490000,0.003272
1109.500000,0.002779
1109.510000,0.002903
1109.520000,0.003580
1109.530000,0.004476
1109.540000,0.004466
1109.550000,0.003414
1109.560000,0.002416
1109.570000,0.001820
1109.580000,0.001540
1109.590000,0.001494
1109.600000,0.001588
1109.610000,0.001695
1109.620000,0.002006
1109.630000,0.002800
1109.640000,0.004394
1109.650000,0.006420
1109.660000,0.006958
1109.670000,0.005443
1109.680000,0.003389
1109.690000,0.002128
1109.700000,0.001475
1109.710000,0.001143
1109.720000,0.001004
1109.730000,0.001034
1109.740000,0.001330
1109.750000,0.002272
1109.760000,0.003353
1109.770000,0.002051
1109.780000,0.001083
1109.790000,0.000699
1109.800000,0.000527
1109.810000,0.000440
1109.820000,0.000394
1109.830000,0.000373
1109.840000,0.000369
1109.850000,0.000377
1109.860000,0.000392
1109.870000,0.000422
1109.880000,0.000473
1109.890000,0.000550
1109.900000,0.000664
1109.910000,0.000830
1109.920000,0.001091
1109.930000,0.001517
1109.940000,0.002224
1109.950000,0.003339
1109.960000,0.004634
1109.970000,0.004998
1109.980000,0.004107
1109.990000,0.003011
1110.000000,0.002050
1110.010000,0.001389
1110.020000,0.000990
1110.030000,0.000743
1110.040000,0.000584
1110.050000,0.000478
1110.060000,0.000404
1110.070000,0.000352
1110.080000,0.000315
1110.090000,0.000290
1110.100000,0.000273
1110.110000,0.000266
1110.120000,0.000269
1110.130000,0.000284
1110.140000,0.000315
1110.150000,0.000372
1110.160000,0.000468
1110.170000,0.000619
1110.180000,0.000817
1110.190000,0.000952
1110.200000,0.000882
1110.210000,0.000682
1110.220000,0.000503
1110.230000,0.000386
1110.240000,0.000321
1110.250000,0.000282
1110.260000,0.000235
1110.270000,0.000197
1110.280000,0.000173
1110.290000,0.000152
1110.300000,0.000137
1110.310000,0.000126
1110.320000,0.000119
1110.330000,0.000114
1110.340000,0.000109
1110.350000,0.000106
1110.360000,0.000104
1110.370000,0.000104
1110.380000,0.000106
1110.390000,0.000111
1110.400000,0.000113
1110.410000,0.000114
1110.420000,0.000117
1110.430000,0.000123
1110.440000,0.000134
1110.450000,0.000153
1110.460000,0.000188
1110.470000,0.000251
1110.480000,0.000350
1110.490000,0.000408
1110.500000,0.000336
1110.510000,0.000255
1110.520000,0.000212
1110.530000,0.000192
1110.540000,0.000186
1110.550000,0.000183
1110.560000,0.000188
1110.570000,0.000199
1110.580000,0.000216
1110.590000,0.000236
1110.600000,0.000254
1110.610000,0.000277
1110.620000,0.000311
1110.630000,0.000356
1110.640000,0.000417
1110.650000,0.000507
1110.660000,0.000636
1110.670000,0.000756
1110.680000,0.000862
1110.690000,0.001040
1110.700000,0.001316
1110.710000,0.001717
1110.720000,0.002336
1110.730000,0.003317
1110.740000,0.004740
1110.750000,0.006224
1110.760000,0.006951
1110.770000,0.006998
1110.780000,0.006461
1110.790000,0.005080
1110.800000,0.003580
1110.810000,0.002496
1110.820000,0.001801
1110.830000,0.001346
1110.840000,0.001047
1110.850000,0.000862
1110.860000,0.000752
1110.870000,0.000642
1110.880000,0.000515
1110.890000,0.000419
1110.900000,0.000352
1110.910000,0.000303
1110.920000,0.000264
1110.930000,0.000234
1110.940000,0.000209
1110.950000,0.000189
1110.960000,0.000172
1110.970000,0.000158
1110.980000,0.000146
1110.990000,0.000135
1111.000000,0.000126
1111.010000,0.000119
1111.020000,0.000111
1111.030000,0.000104
1111.040000,0.000098
1111.050000,0.000093
1111.060000,0.000089
1111.070000,0.000087
1111.080000,0.000085
1111.090000,0.000083
1111.100000,0.000078
1111.110000,0.000075
1111.120000,0.000073
1111.130000,0.000071
1111.140000,0.000071
1111.150000,0.000071
1111.160000,0.000071
1111.170000,0.000072
1111.180000,0.000075
1111.190000,0.000080
1111.200000,0.000085
1111.210000,0.000090
1111.220000,0.000100
1111.230000,0.000117
1111.240000,0.000142
1111.250000,0.000180
1111.260000,0.000249
1111.270000,0.000378
1111.280000,0.000537
1111.290000,0.000571
1111.300000,0.000569
1111.310000,0.000602
1111.320000,0.000508
1111.330000,0.000355
1111.340000,0.000254
1111.350000,0.000191
1111.360000,0.000161
1111.370000,0.000141
1111.380000,0.000112
1111.390000,0.000089
1111.400000,0.000074
1111.410000,0.000065
1111.420000,0.000059
1111.430000,0.000055
1111.440000,0.000052
1111.450000,0.000050
1111.460000,0.000049
1111.470000,0.000049
1111.480000,0.000049
1111.490000,0.000048
1111.500000,0.000047
1111.510000,0.000046
1111.520000,0.000047
1111.530000,0.000050
1111.540000,0.000052
1111.550000,0.000054
1111.560000,0.000058
1111.570000,0.000065
1111.580000,0.000081
1111.590000,0.000111
1111.600000,0.000165
1111.610000,0.000207
1111.620000,0.000168
1111.630000,0.000114
1111.640000,0.000085
1111.650000,0.000070
1111.660000,0.000063
1111.670000,0.000060
1111.680000,0.000059
1111.690000,0.000061
1111.700000,0.000064
1111.710000,0.000070
1111.720000,0.000077
1111.730000,0.000088
1111.740000,0.000108
1111.750000,0.000144
1111.760000,0.000198
1111.770000,0.000227
1111.780000,0.000190
1111.790000,0.000150
1111.800000,0.000128
1111.810000,0.000121
1111.820000,0.000125
1111.830000,0.000134
1111.840000,0.000151
1111.850000,0.000171
1111.860000,0.000198
1111.870000,0.000246
1111.880000,0.000337
1111.890000,0.000519
1111.900000,0.000795
1111.910000,0.000792
1111.920000,0.000636
1111.930000,0.000617
1111.940000,0.000720
1111.950000,0.000942
1111.960000,0.001319
1111.970000,0.001887
1111.980000,0.002509
1111.990000,0.002697
1112.000000,0.002222
1112.010000,0.001572
1112.020000,0.001078
1112.030000,0.000758
1112.040000,0.000553
1112.050000,0.000418
1112.060000,0.000327
1112.070000,0.000263
1112.080000,0.000217
1112.090000,0.000182
1112.100000,0.000156
1112.110000,0.000136
1112.120000,0.000121
1112.130000,0.000107
1112.140000,0.000096
1112.150000,0.000088
1112.160000,0.000081
1112.170000,0.000075
1112.180000,0.000070
1112.190000,0.000067
1112.200000,0.000065
1112.210000,0.000064
1112.220000,0.000064
1112.230000,0.000067
1112.240000,0.000075
1112.250000,0.000090
1112.260000,0.000117
1112.270000,0.000139
1112.280000,0.000129
1112.290000,0.000109
1112.300000,0.000100
1112.310000,0.000093
1112.320000,0.000080
1112.330000,0.000066
1112.340000,0.000057
1112.350000,0.000050
1112.360000,0.000046
1112.370000,0.000045
1112.380000,0.000046
1112.390000,0.000042
1112.400000,0.000040
1112.410000,0.000041
1112.420000,0.000044
1112.430000,0.000050
1112.440000,0.000063
1112.450000,0.000084
1112.460000,0.000102
1112.470000,0.000093
1112.480000,0.000078
1112.490000,0.000072
1112.500000,0.000070
1112.510000,0.000078
1112.520000,0.000094
1112.530000,0.000081
1112.540000,0.000063
1112.550000,0.000058
1112.560000,0.000064
1112.570000,0.000068
1112.580000,0.000057
1112.590000,0.000045
1112.600000,0.000039
1112.610000,0.000036
1112.620000,0.000034
1112.630000,0.000032
1112.640000,0.000029
